name	x	y	z
PMA2	0.0253	0.0175	0.0294
PMA2	0.0243	0.0169	0.0282
PMA2	0.0233	0.0163	0.0269
PMA2	0.0223	0.0156	0.0257
PMA2	0.0214	0.015	0.0246
PMA2	0.0205	0.0144	0.0235
PMA2	0.0196	0.0139	0.0226
PMA2	0.0192	0.0136	0.0221
PMA2	0.0177	0.0126	0.0203
PMA2	0.0163	0.0117	0.0187
PMA2	0.0151	0.0109	0.0172
PMA2	0.0139	0.0101	0.0159
PMA2	0.0129	0.0094	0.0147
PMA2	0.0119	0.0087	0.0136
PMA2	0.011	0.0082	0.0125
PMA2	0.0102	0.0076	0.0116
PMA2	0.0094	0.0071	0.0108
PMA2	0.0088	0.0066	0.01
PMA2	0.0081	0.0061	0.0093
PMA2	0.0075	0.0057	0.0086
PMA2	0.007	0.0053	0.008
PMA2	0.0065	0.005	0.0074
PMA2	0.006	0.0047	0.0069
PMA2	0.0056	0.0044	0.0064
PMA2	0.0052	0.004	0.0059
PMA2	0.0048	0.0038	0.0055
PMA2	0.0045	0.0036	0.0051
PMA2	0.0042	0.0033	0.0047
PMA2	0.0039	0.0031	0.0044
PMA2	0.0036	0.0029	0.0041
PMA2	0.0034	0.0027	0.0038
PMA2	0.0031	0.0026	0.0036
PMA2	0.0029	0.0024	0.0033
PMA2	0.0027	0.0023	0.0031
PMA2	0.0025	0.0021	0.0029
PMA2	0.0024	0.0019	0.0027
PMA2	0.0022	0.0018	0.0025
PMA2	0.0021	0.0017	0.0024
PMA2	0.0019	0.0016	0.0022
PMA2	0.0018	0.0015	0.0021
PMA2	0.0017	0.0014	0.0019
PMA2	0.0016	0.0013	0.0018
PMA2	0.0015	0.0012	0.0017
PMA2	0.0014	0.0012	0.0016
PMA2	0.0013	0.0011	0.0015
PMA2	0.0012	0.001	0.0014
PMA2	0.0011	0.0009	0.0013
PMA2	0.001	0.0009	0.0013
PMA2	0.001	0.0009	0.0012
PMA2	0.0009	0.0008	0.0011
PMA2	0.0009	0.0007	0.0011
PMA2	0.0008	0.0007	0.001
PMA2	0.0007	0.0007	0.001
PMA2	0.0007	0.0007	0.0009
PMA2	0.0007	0.0006	0.0008
PMA2	0.0006	0.0006	0.0008
PMA2	0.0006	0.0005	0.0007
PMA2	0.0006	0.0005	0.0007
PMA2	0.0005	0.0005	0.0007
PMA2	0.0005	0.0005	0.0006
PMA2	0.0005	0.0004	0.0006
PMA2	0.0004	0.0004	0.0006
PMA2	0.0004	0.0004	0.0006
PMA2	0.0004	0.0004	0.0006
PMA2	0.0004	0.0003	0.0005
PMA2	0.0004	0.0003	0.0005
PMA2	0.0004	0.0003	0.0005
PMA2	0.0003	0.0003	0.0005
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0002	0.0004
PMA2	0.0003	0.0002	0.0004
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0004
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0002
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0001	0.0001	0.0003
PMA2	0.0002	0.0001	0.0002
PMA2	0.023	0.0311	0.026
PMA2	0.0218	0.0296	0.0252
PMA2	0.0208	0.0283	0.0244
PMA2	0.0199	0.027	0.0236
PMA2	0.019	0.0257	0.0227
PMA2	0.0182	0.0246	0.0218
PMA2	0.0175	0.0236	0.0211
PMA2	0.0168	0.0227	0.0204
PMA2	0.0161	0.0216	0.0195
PMA2	0.0156	0.0208	0.0189
PMA2	0.015	0.0199	0.0181
PMA2	0.0144	0.0191	0.0174
PMA2	0.0139	0.0183	0.0168
PMA2	0.0134	0.0175	0.0161
PMA2	0.013	0.0168	0.0155
PMA2	0.0127	0.0165	0.0151
PMA2	0.0118	0.0152	0.014
PMA2	0.0111	0.014	0.0129
PMA2	0.0103	0.0129	0.0119
PMA2	0.0096	0.012	0.011
PMA2	0.009	0.0111	0.0101
PMA2	0.0084	0.0102	0.0093
PMA2	0.0078	0.0094	0.0086
PMA2	0.0074	0.0088	0.008
PMA2	0.0069	0.0081	0.0073
PMA2	0.0064	0.0075	0.0067
PMA2	0.006	0.007	0.0062
PMA2	0.0056	0.0064	0.0057
PMA2	0.0053	0.006	0.0053
PMA2	0.0049	0.0055	0.0048
PMA2	0.0046	0.0051	0.0045
PMA2	0.0043	0.0048	0.0041
PMA2	0.004	0.0044	0.0038
PMA2	0.0038	0.0041	0.0035
PMA2	0.0035	0.0038	0.0032
PMA2	0.0033	0.0035	0.0029
PMA2	0.0031	0.0033	0.0027
PMA2	0.0029	0.003	0.0025
PMA2	0.0027	0.0028	0.0022
PMA2	0.0025	0.0026	0.0021
PMA2	0.0024	0.0024	0.0019
PMA2	0.0022	0.0023	0.0017
PMA2	0.0021	0.0021	0.0016
PMA2	0.002	0.002	0.0014
PMA2	0.0018	0.0018	0.0013
PMA2	0.0017	0.0017	0.0012
PMA2	0.0016	0.0016	0.0011
PMA2	0.0015	0.0015	0.0009
PMA2	0.0014	0.0014	0.0009
PMA2	0.0013	0.0013	0.0008
PMA2	0.0013	0.0012	0.0008
PMA2	0.0011	0.0011	0.0006
PMA2	0.0011	0.001	0.0006
PMA2	0.001	0.001	0.0005
PMA2	0.001	0.0009	0.0005
PMA2	0.0009	0.0008	0.0004
PMA2	0.0008	0.0008	0.0004
PMA2	0.0008	0.0007	0.0003
PMA2	0.0007	0.0007	0.0003
PMA2	0.0007	0.0006	0.0002
PMA2	0.0007	0.0006	0.0002
PMA2	0.0006	0.0005	0.0002
PMA2	0.0006	0.0005	0.0002
PMA2	0.0006	0.0005	0.0001
PMA2	0.0005	0.0005	0.0001
PMA2	0.0005	0.0004	0.0001
PMA2	0.0005	0.0004	0.0001
PMA2	0.0004	0.0004	0.0001
PMA2	0.0004	0.0004	0.0001
PMA2	0.0004	0.0003	0.0
PMA2	0.0004	0.0003	0.0
PMA2	0.0003	0.0003	0.0
PMA2	0.0004	0.0003	0.0
PMA2	0.0003	0.0003	0.0
PMA2	0.0003	0.0002	0.0
PMA2	0.0003	0.0002	0.0
PMA2	0.0003	0.0002	0.0
PMA2	0.0003	0.0002	0.0
PMA2	0.0002	0.0002	0.0
PMA2	0.0002	0.0002	0.0
PMA2	0.0002	0.0002	0.0
PMA2	0.0002	0.0001	0.0001
PMA2	0.0002	0.0002	0.0
PMA2	0.0002	0.0001	0.0
PMA2	0.0002	0.0001	0.0
PMA2	0.0001	0.0001	0.0001
PMA2	0.0001	0.0001	0.0001
PMA2	0.0001	0.0001	0.0001
PMA2	0.0001	0.0001	0.0001
PMA2	0.0002	0.0001	0.0
PMA2	0.0001	0.0001	0.0
PMA2	0.0001	0.0001	0.0001
PMA2	0.0001	0.0001	0.0
PMA2	0.0001	0.0001	0.0
PMA2	0.0805	0.0682	0.0722
PMA2	0.0751	0.0634	0.0683
PMA2	0.0708	0.0595	0.0649
PMA2	0.0666	0.0559	0.0615
PMA2	0.0629	0.0526	0.0585
PMA2	0.0595	0.0496	0.0558
PMA2	0.0564	0.0472	0.0533
PMA2	0.0538	0.0451	0.0512
PMA2	0.0509	0.0427	0.0486
PMA2	0.0487	0.0411	0.0467
PMA2	0.0464	0.0392	0.0447
PMA2	0.0442	0.0374	0.0427
PMA2	0.0424	0.0359	0.0409
PMA2	0.0404	0.0344	0.0392
PMA2	0.0387	0.033	0.0376
PMA2	0.0378	0.0324	0.0368
PMA2	0.0346	0.0299	0.0339
PMA2	0.0319	0.0277	0.0312
PMA2	0.0293	0.0257	0.0288
PMA2	0.027	0.0239	0.0266
PMA2	0.0249	0.0223	0.0246
PMA2	0.0231	0.0207	0.0228
PMA2	0.0214	0.0194	0.0211
PMA2	0.0198	0.018	0.0195
PMA2	0.0184	0.017	0.0181
PMA2	0.0171	0.0159	0.0168
PMA2	0.0159	0.0149	0.0156
PMA2	0.0148	0.0139	0.0144
PMA2	0.0138	0.0131	0.0134
PMA2	0.0128	0.0122	0.0125
PMA2	0.012	0.0115	0.0116
PMA2	0.0111	0.0109	0.0108
PMA2	0.0104	0.0101	0.01
PMA2	0.0097	0.0096	0.0093
PMA2	0.0091	0.009	0.0087
PMA2	0.0085	0.0085	0.0081
PMA2	0.0079	0.0079	0.0075
PMA2	0.0074	0.0075	0.007
PMA2	0.007	0.0071	0.0066
PMA2	0.0065	0.0067	0.0061
PMA2	0.0061	0.0064	0.0057
PMA2	0.0057	0.0059	0.0053
PMA2	0.0054	0.0056	0.0049
PMA2	0.005	0.0053	0.0046
PMA2	0.0048	0.005	0.0043
PMA2	0.0045	0.0046	0.0041
PMA2	0.0042	0.0045	0.0038
PMA2	0.004	0.0042	0.0036
PMA2	0.0038	0.0041	0.0033
PMA2	0.0036	0.0039	0.0031
PMA2	0.0034	0.0037	0.0029
PMA2	0.0032	0.0035	0.0027
PMA2	0.003	0.0033	0.0026
PMA2	0.0028	0.0032	0.0024
PMA2	0.0027	0.003	0.0023
PMA2	0.0026	0.0029	0.0021
PMA2	0.0025	0.0027	0.002
PMA2	0.0023	0.0026	0.0019
PMA2	0.0023	0.0024	0.0018
PMA2	0.0021	0.0023	0.0017
PMA2	0.002	0.0022	0.0016
PMA2	0.0019	0.0022	0.0015
PMA2	0.0018	0.0021	0.0014
PMA2	0.0017	0.002	0.0014
PMA2	0.0017	0.002	0.0013
PMA2	0.0016	0.0018	0.0012
PMA2	0.0015	0.0017	0.0011
PMA2	0.0014	0.0016	0.0011
PMA2	0.0013	0.0016	0.0011
PMA2	0.0014	0.0015	0.001
PMA2	0.0013	0.0015	0.001
PMA2	0.0013	0.0015	0.0009
PMA2	0.0012	0.0014	0.0009
PMA2	0.0012	0.0014	0.0008
PMA2	0.0011	0.0013	0.0008
PMA2	0.0011	0.0013	0.0008
PMA2	0.001	0.0013	0.0007
PMA2	0.001	0.0011	0.0007
PMA2	0.001	0.0012	0.0006
PMA2	0.0009	0.0011	0.0006
PMA2	0.001	0.001	0.0006
PMA2	0.0009	0.001	0.0006
PMA2	0.0009	0.0009	0.0005
PMA2	0.0009	0.001	0.0005
PMA2	0.0008	0.001	0.0005
PMA2	0.0008	0.0009	0.0005
PMA2	0.0008	0.0009	0.0005
PMA2	0.0008	0.0009	0.0005
PMA2	0.0007	0.0008	0.0004
PMA2	0.0008	0.0007	0.0004
PMA2	0.0006	0.0008	0.0004
PMA2	0.0007	0.0007	0.0004
PMA2	0.0007	0.0008	0.0004
PMA2	0.0007	0.0008	0.0003
PMA2	0.0342	0.0364	0.0425
PMA2	0.0321	0.0345	0.0405
PMA2	0.0304	0.0329	0.0387
PMA2	0.0287	0.0312	0.0369
PMA2	0.0272	0.0297	0.0353
PMA2	0.0259	0.0283	0.0338
PMA2	0.0247	0.0271	0.0323
PMA2	0.0237	0.026	0.0311
PMA2	0.0225	0.0247	0.0296
PMA2	0.0216	0.0237	0.0285
PMA2	0.0207	0.0227	0.0273
PMA2	0.0198	0.0217	0.0262
PMA2	0.019	0.0209	0.0251
PMA2	0.0182	0.0199	0.0241
PMA2	0.0174	0.0192	0.0231
PMA2	0.0171	0.0187	0.0226
PMA2	0.0158	0.0173	0.0209
PMA2	0.0146	0.0159	0.0192
PMA2	0.0135	0.0147	0.0178
PMA2	0.0125	0.0135	0.0164
PMA2	0.0117	0.0125	0.0152
PMA2	0.0109	0.0116	0.014
PMA2	0.0101	0.0107	0.013
PMA2	0.0094	0.0099	0.0121
PMA2	0.0088	0.0092	0.0112
PMA2	0.0081	0.0085	0.0103
PMA2	0.0076	0.0079	0.0096
PMA2	0.0071	0.0073	0.0089
PMA2	0.0066	0.0068	0.0082
PMA2	0.0062	0.0063	0.0076
PMA2	0.0058	0.0059	0.0071
PMA2	0.0054	0.0055	0.0066
PMA2	0.0051	0.0051	0.0061
PMA2	0.0047	0.0047	0.0057
PMA2	0.0044	0.0044	0.0052
PMA2	0.0041	0.0041	0.0049
PMA2	0.0039	0.0038	0.0046
PMA2	0.0036	0.0035	0.0042
PMA2	0.0034	0.0033	0.0039
PMA2	0.0032	0.003	0.0036
PMA2	0.003	0.0028	0.0034
PMA2	0.0028	0.0026	0.0031
PMA2	0.0027	0.0025	0.0029
PMA2	0.0025	0.0023	0.0027
PMA2	0.0023	0.0022	0.0025
PMA2	0.0022	0.002	0.0023
PMA2	0.002	0.0019	0.0022
PMA2	0.002	0.0017	0.002
PMA2	0.0018	0.0016	0.0019
PMA2	0.0017	0.0015	0.0018
PMA2	0.0016	0.0014	0.0016
PMA2	0.0016	0.0014	0.0015
PMA2	0.0014	0.0012	0.0014
PMA2	0.0014	0.0012	0.0013
PMA2	0.0013	0.0011	0.0012
PMA2	0.0013	0.001	0.0011
PMA2	0.0012	0.001	0.0011
PMA2	0.0011	0.0009	0.001
PMA2	0.001	0.0008	0.0009
PMA2	0.001	0.0008	0.0009
PMA2	0.0009	0.0008	0.0008
PMA2	0.0009	0.0007	0.0008
PMA2	0.0009	0.0007	0.0007
PMA2	0.0008	0.0006	0.0007
PMA2	0.0008	0.0006	0.0006
PMA2	0.0007	0.0006	0.0006
PMA2	0.0007	0.0005	0.0005
PMA2	0.0007	0.0005	0.0005
PMA2	0.0006	0.0005	0.0005
PMA2	0.0006	0.0004	0.0005
PMA2	0.0006	0.0004	0.0004
PMA2	0.0006	0.0004	0.0004
PMA2	0.0005	0.0004	0.0004
PMA2	0.0006	0.0004	0.0004
PMA2	0.0005	0.0004	0.0003
PMA2	0.0005	0.0003	0.0003
PMA2	0.0005	0.0004	0.0003
PMA2	0.0004	0.0003	0.0003
PMA2	0.0005	0.0003	0.0003
PMA2	0.0004	0.0003	0.0003
PMA2	0.0004	0.0003	0.0003
PMA2	0.0004	0.0002	0.0003
PMA2	0.0004	0.0002	0.0002
PMA2	0.0003	0.0003	0.0002
PMA2	0.0003	0.0002	0.0002
PMA2	0.0003	0.0002	0.0002
PMA2	0.0003	0.0002	0.0002
PMA2	0.0003	0.0002	0.0002
PMA2	0.0003	0.0002	0.0002
PMA2	0.0003	0.0002	0.0002
PMA2	0.0003	0.0002	0.0001
PMA2	0.0003	0.0002	0.0001
PMA2	0.0003	0.0002	0.0002
PMA2	0.0002	0.0001	0.0001
PMA2	0.0317	0.0244	0.0344
PMA2	0.0299	0.0232	0.0327
PMA2	0.0284	0.0222	0.0312
PMA2	0.0269	0.0213	0.0297
PMA2	0.0256	0.0203	0.0283
PMA2	0.0243	0.0193	0.0271
PMA2	0.0233	0.0186	0.0258
PMA2	0.0223	0.0179	0.0249
PMA2	0.0211	0.017	0.0236
PMA2	0.0204	0.0164	0.0228
PMA2	0.0194	0.0158	0.0218
PMA2	0.0186	0.0152	0.0209
PMA2	0.0179	0.0146	0.02
PMA2	0.017	0.014	0.0191
PMA2	0.0164	0.0135	0.0184
PMA2	0.016	0.0132	0.018
PMA2	0.0148	0.0122	0.0166
PMA2	0.0136	0.0114	0.0153
PMA2	0.0126	0.0105	0.0141
PMA2	0.0116	0.0097	0.013
PMA2	0.0107	0.009	0.012
PMA2	0.0099	0.0084	0.0111
PMA2	0.0092	0.0078	0.0103
PMA2	0.0085	0.0072	0.0095
PMA2	0.0079	0.0066	0.0089
PMA2	0.0073	0.0062	0.0082
PMA2	0.0068	0.0057	0.0076
PMA2	0.0063	0.0053	0.007
PMA2	0.0058	0.005	0.0066
PMA2	0.0054	0.0045	0.0061
PMA2	0.0051	0.0042	0.0056
PMA2	0.0047	0.004	0.0052
PMA2	0.0043	0.0037	0.0048
PMA2	0.004	0.0034	0.0045
PMA2	0.0037	0.0032	0.0042
PMA2	0.0035	0.0029	0.0039
PMA2	0.0032	0.0027	0.0036
PMA2	0.003	0.0025	0.0033
PMA2	0.0028	0.0024	0.0031
PMA2	0.0026	0.0022	0.0029
PMA2	0.0025	0.002	0.0027
PMA2	0.0023	0.0019	0.0025
PMA2	0.0021	0.0018	0.0023
PMA2	0.002	0.0017	0.0022
PMA2	0.0019	0.0015	0.002
PMA2	0.0017	0.0014	0.0019
PMA2	0.0016	0.0013	0.0018
PMA2	0.0015	0.0012	0.0017
PMA2	0.0014	0.0011	0.0015
PMA2	0.0013	0.001	0.0014
PMA2	0.0012	0.0009	0.0013
PMA2	0.0011	0.0009	0.0013
PMA2	0.0011	0.0008	0.0012
PMA2	0.0011	0.0008	0.0011
PMA2	0.0009	0.0008	0.001
PMA2	0.0009	0.0007	0.0009
PMA2	0.0008	0.0006	0.0009
PMA2	0.0008	0.0006	0.0008
PMA2	0.0007	0.0006	0.0008
PMA2	0.0007	0.0005	0.0007
PMA2	0.0007	0.0005	0.0007
PMA2	0.0006	0.0005	0.0006
PMA2	0.0006	0.0004	0.0006
PMA2	0.0006	0.0004	0.0006
PMA2	0.0005	0.0003	0.0005
PMA2	0.0005	0.0004	0.0005
PMA2	0.0005	0.0003	0.0005
PMA2	0.0004	0.0003	0.0005
PMA2	0.0004	0.0003	0.0004
PMA2	0.0004	0.0002	0.0004
PMA2	0.0004	0.0003	0.0004
PMA2	0.0003	0.0002	0.0004
PMA2	0.0003	0.0001	0.0004
PMA2	0.0003	0.0002	0.0003
PMA2	0.0003	0.0002	0.0003
PMA2	0.0003	0.0001	0.0003
PMA2	0.0003	0.0002	0.0003
PMA2	0.0003	0.0001	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0003	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0001
PMA2	0.0002	0.0001	0.0001
PMA2	0.0002	0.0001	0.0001
PMA2	0.0002	0.0001	0.0001
PMA2	0.0002	0.0	0.0001
PMA2	0.0001	0.0	0.0001
PMA2	0.0404	0.0275	0.0474
PMA2	0.0384	0.026	0.0447
PMA2	0.0366	0.0249	0.0423
PMA2	0.0348	0.0237	0.0401
PMA2	0.0332	0.0226	0.038
PMA2	0.0317	0.0217	0.0362
PMA2	0.0304	0.0208	0.0345
PMA2	0.0292	0.0202	0.0331
PMA2	0.0278	0.0193	0.0314
PMA2	0.0267	0.0187	0.0302
PMA2	0.0256	0.0179	0.0289
PMA2	0.0245	0.0172	0.0274
PMA2	0.0235	0.0166	0.0263
PMA2	0.0225	0.016	0.0252
PMA2	0.0216	0.0154	0.0242
PMA2	0.0211	0.0152	0.0236
PMA2	0.0194	0.0141	0.0217
PMA2	0.0179	0.0131	0.02
PMA2	0.0166	0.0122	0.0184
PMA2	0.0153	0.0114	0.017
PMA2	0.0141	0.0107	0.0157
PMA2	0.0131	0.0099	0.0145
PMA2	0.0121	0.0093	0.0134
PMA2	0.0112	0.0087	0.0125
PMA2	0.0104	0.0081	0.0115
PMA2	0.0096	0.0075	0.0107
PMA2	0.0089	0.0071	0.0099
PMA2	0.0083	0.0066	0.0092
PMA2	0.0077	0.0062	0.0085
PMA2	0.0071	0.0057	0.0079
PMA2	0.0066	0.0054	0.0074
PMA2	0.0061	0.005	0.0068
PMA2	0.0057	0.0048	0.0064
PMA2	0.0053	0.0045	0.0059
PMA2	0.0049	0.0041	0.0055
PMA2	0.0046	0.0039	0.0051
PMA2	0.0043	0.0036	0.0047
PMA2	0.004	0.0034	0.0044
PMA2	0.0037	0.0032	0.0041
PMA2	0.0034	0.003	0.0038
PMA2	0.0032	0.0028	0.0036
PMA2	0.003	0.0026	0.0033
PMA2	0.0028	0.0024	0.0031
PMA2	0.0026	0.0023	0.0029
PMA2	0.0024	0.0021	0.0027
PMA2	0.0023	0.002	0.0025
PMA2	0.0021	0.0019	0.0024
PMA2	0.002	0.0017	0.0022
PMA2	0.0018	0.0017	0.0021
PMA2	0.0017	0.0016	0.0019
PMA2	0.0016	0.0015	0.0018
PMA2	0.0015	0.0014	0.0017
PMA2	0.0014	0.0013	0.0016
PMA2	0.0013	0.0012	0.0015
PMA2	0.0012	0.0011	0.0014
PMA2	0.0011	0.0011	0.0013
PMA2	0.0011	0.001	0.0012
PMA2	0.001	0.0009	0.0012
PMA2	0.0009	0.0008	0.0011
PMA2	0.0009	0.0008	0.001
PMA2	0.0008	0.0007	0.001
PMA2	0.0008	0.0007	0.0009
PMA2	0.0007	0.0007	0.0009
PMA2	0.0007	0.0007	0.0008
PMA2	0.0006	0.0006	0.0008
PMA2	0.0006	0.0006	0.0008
PMA2	0.0006	0.0005	0.0007
PMA2	0.0005	0.0005	0.0007
PMA2	0.0005	0.0005	0.0006
PMA2	0.0005	0.0004	0.0006
PMA2	0.0005	0.0004	0.0006
PMA2	0.0004	0.0004	0.0006
PMA2	0.0004	0.0004	0.0005
PMA2	0.0004	0.0004	0.0005
PMA2	0.0004	0.0003	0.0005
PMA2	0.0003	0.0003	0.0005
PMA2	0.0003	0.0003	0.0005
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0003	0.0004
PMA2	0.0003	0.0002	0.0004
PMA2	0.0003	0.0002	0.0004
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0002	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0002	0.0001	0.0002
PMA2	0.0002	0.0001	0.0003
PMA2	0.0002	0.0001	0.0003
PMA2	0.0412	0.0488	0.051
PMA2	0.0387	0.0457	0.0484
PMA2	0.0366	0.0432	0.0462
PMA2	0.0347	0.0407	0.0439
PMA2	0.0328	0.0386	0.0419
PMA2	0.0312	0.0366	0.04
PMA2	0.0298	0.0348	0.0384
PMA2	0.0287	0.0333	0.0369
PMA2	0.0272	0.0316	0.0351
PMA2	0.0262	0.0302	0.0338
PMA2	0.0251	0.0289	0.0323
PMA2	0.024	0.0275	0.0309
PMA2	0.0232	0.0263	0.0296
PMA2	0.0223	0.0252	0.0284
PMA2	0.0214	0.0242	0.0273
PMA2	0.021	0.0236	0.0266
PMA2	0.0195	0.0218	0.0245
PMA2	0.018	0.02	0.0227
PMA2	0.0168	0.0184	0.021
PMA2	0.0156	0.017	0.0194
PMA2	0.0145	0.0157	0.0179
PMA2	0.0136	0.0145	0.0165
PMA2	0.0127	0.0135	0.0153
PMA2	0.0118	0.0125	0.0142
PMA2	0.011	0.0116	0.0131
PMA2	0.0103	0.0108	0.0121
PMA2	0.0096	0.01	0.0113
PMA2	0.009	0.0093	0.0105
PMA2	0.0084	0.0087	0.0097
PMA2	0.0079	0.0081	0.009
PMA2	0.0074	0.0075	0.0083
PMA2	0.0069	0.007	0.0078
PMA2	0.0065	0.0066	0.0072
PMA2	0.0061	0.0061	0.0067
PMA2	0.0057	0.0057	0.0062
PMA2	0.0054	0.0053	0.0057
PMA2	0.005	0.005	0.0054
PMA2	0.0048	0.0047	0.005
PMA2	0.0045	0.0044	0.0046
PMA2	0.0042	0.0041	0.0043
PMA2	0.004	0.0038	0.004
PMA2	0.0037	0.0036	0.0037
PMA2	0.0036	0.0034	0.0035
PMA2	0.0033	0.0031	0.0032
PMA2	0.0031	0.003	0.003
PMA2	0.0029	0.0028	0.0028
PMA2	0.0028	0.0026	0.0026
PMA2	0.0026	0.0025	0.0024
PMA2	0.0025	0.0023	0.0022
PMA2	0.0023	0.0022	0.0021
PMA2	0.0022	0.0021	0.0019
PMA2	0.0021	0.002	0.0018
PMA2	0.002	0.0018	0.0017
PMA2	0.0019	0.0017	0.0016
PMA2	0.0018	0.0017	0.0015
PMA2	0.0017	0.0016	0.0014
PMA2	0.0016	0.0015	0.0013
PMA2	0.0016	0.0014	0.0012
PMA2	0.0015	0.0013	0.0012
PMA2	0.0014	0.0013	0.0011
PMA2	0.0014	0.0012	0.001
PMA2	0.0012	0.0011	0.001
PMA2	0.0012	0.0011	0.0009
PMA2	0.0012	0.001	0.0008
PMA2	0.0011	0.001	0.0008
PMA2	0.0011	0.001	0.0008
PMA2	0.001	0.0009	0.0007
PMA2	0.0009	0.0009	0.0007
PMA2	0.0009	0.0008	0.0006
PMA2	0.0009	0.0008	0.0006
PMA2	0.0008	0.0008	0.0005
PMA2	0.0009	0.0007	0.0005
PMA2	0.0008	0.0007	0.0005
PMA2	0.0007	0.0007	0.0005
PMA2	0.0008	0.0006	0.0005
PMA2	0.0007	0.0006	0.0004
PMA2	0.0007	0.0006	0.0004
PMA2	0.0007	0.0006	0.0004
PMA2	0.0006	0.0006	0.0004
PMA2	0.0006	0.0006	0.0003
PMA2	0.0006	0.0005	0.0003
PMA2	0.0006	0.0005	0.0003
PMA2	0.0005	0.0005	0.0003
PMA2	0.0005	0.0005	0.0003
PMA2	0.0005	0.0005	0.0003
PMA2	0.0005	0.0005	0.0003
PMA2	0.0005	0.0004	0.0003
PMA2	0.0005	0.0004	0.0003
PMA2	0.0004	0.0004	0.0002
PMA2	0.0004	0.0004	0.0002
PMA2	0.0004	0.0004	0.0002
PMA2	0.0004	0.0004	0.0002
PMA2	0.0004	0.0004	0.0002
PMA2	0.0004	0.0004	0.0002
PMA2	0.0242	0.0097	0.0308
PMA2	0.0234	0.0097	0.0292
PMA2	0.0227	0.0097	0.0279
PMA2	0.0217	0.0097	0.0265
PMA2	0.0209	0.0095	0.0252
PMA2	0.0202	0.0093	0.024
PMA2	0.0194	0.0091	0.023
PMA2	0.0188	0.009	0.0221
PMA2	0.018	0.0087	0.0209
PMA2	0.0174	0.0087	0.0202
PMA2	0.0167	0.0084	0.0193
PMA2	0.016	0.0082	0.0184
PMA2	0.0154	0.008	0.0176
PMA2	0.0148	0.0078	0.0169
PMA2	0.0142	0.0076	0.0162
PMA2	0.0139	0.0075	0.0158
PMA2	0.0129	0.007	0.0146
PMA2	0.0119	0.0066	0.0134
PMA2	0.011	0.0063	0.0124
PMA2	0.0102	0.0058	0.0115
PMA2	0.0094	0.0054	0.0106
PMA2	0.0087	0.0051	0.0097
PMA2	0.008	0.0047	0.009
PMA2	0.0074	0.0044	0.0083
PMA2	0.0068	0.0042	0.0077
PMA2	0.0063	0.0039	0.0071
PMA2	0.0058	0.0036	0.0066
PMA2	0.0054	0.0033	0.0061
PMA2	0.005	0.0031	0.0057
PMA2	0.0046	0.0029	0.0052
PMA2	0.0042	0.0027	0.0048
PMA2	0.0039	0.0025	0.0045
PMA2	0.0036	0.0023	0.0041
PMA2	0.0033	0.0021	0.0038
PMA2	0.0031	0.002	0.0035
PMA2	0.0028	0.0018	0.0033
PMA2	0.0026	0.0017	0.0031
PMA2	0.0024	0.0016	0.0028
PMA2	0.0022	0.0015	0.0026
PMA2	0.0021	0.0013	0.0024
PMA2	0.0019	0.0012	0.0023
PMA2	0.0018	0.0011	0.0021
PMA2	0.0016	0.001	0.002
PMA2	0.0015	0.0009	0.0018
PMA2	0.0014	0.0009	0.0017
PMA2	0.0012	0.0008	0.0016
PMA2	0.0011	0.0007	0.0015
PMA2	0.0011	0.0007	0.0013
PMA2	0.001	0.0006	0.0012
PMA2	0.0009	0.0005	0.0012
PMA2	0.0008	0.0005	0.0011
PMA2	0.0007	0.0004	0.001
PMA2	0.0007	0.0004	0.0009
PMA2	0.0006	0.0003	0.0009
PMA2	0.0006	0.0003	0.0008
PMA2	0.0005	0.0002	0.0008
PMA2	0.0005	0.0002	0.0007
PMA2	0.0004	0.0002	0.0006
